,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(cc),Power(bhp),Seats,Price(lakhs),Brand
211,A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,45.0,Audi
212,i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.9,Hyundai
213,Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,8.9,Skoda
214,Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,26.0,Skoda
215,i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.22,Hyundai
216,Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,3.5,Honda
217,Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25,Maruti
218,Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,3.7,Mahindra
219,New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.41,Mercedes-Benz
220,Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.65,Maruti
221,Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,8.92,Nissan
222,Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,35.67,Mini
223,Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,20.0,1498.0,99.0,5.0,3.6,Ford
224,Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,0.85,Tata
225,Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,3.32,Chevrolet
226,Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.6,Volkswagen
227,Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6.8,Maruti
228,Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,2.5,Ford
229,Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.64,Toyota
230,Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,7.0,Hyundai
231,City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3.87,Honda
232,i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.27,Hyundai
233,New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,18.12,Mercedes-Benz
234,Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.65,Chevrolet
235,i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7.2,Hyundai
236,Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,14.3,Toyota
237,Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.9,Maruti
238,Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10.75,Toyota
239,City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.09,Honda
240,X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,18.5,BMW
241,Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.75,Hyundai
242,Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45,Maruti
243,Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,3.5,Skoda
244,Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,1.8,Hyundai
245,Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,3.7,Volkswagen
246,Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.17,Honda
247,i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.75,Hyundai
248,Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,21.99,Hyundai
249,Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.65,Toyota
250,Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,1.85,Maruti
251,Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,5.95,Maruti
252,Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,Hyundai
253,Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.75,Maruti
254,Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.6,Hyundai
255,i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8,Hyundai
256,GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,61.29,Mercedes-Benz
257,New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,18.0,Mercedes-Benz
258,Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35,Maruti
259,Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75,Hyundai
260,A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0,Maruti
261,Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10.0,Renault
262,Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,1.65,Fiat
263,X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45.77,BMW
264,i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.25,Hyundai
265,Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8,Toyota
266,Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.55,Maruti
267,Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.15,Maruti
268,Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.0,Mahindra
269,Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75,Tata
270,EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.5,Ford
271,Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35,Maruti
272,Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26,Maruti
273,City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21,Honda
274,Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,70.36,Audi
275,Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2.95,Skoda
276,Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.28,Hyundai
277,City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.57,Honda
278,i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.11,Hyundai
279,i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96,Hyundai
280,Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.7,Volkswagen
281,City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.9,Honda
282,Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25,Tata
283,5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,28.0,BMW
284,Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.35,Maruti
285,Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85,Honda
286,Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7,Volkswagen
287,i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.1,Hyundai
288,New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,18.64,Mercedes-Benz
289,i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8,Hyundai
290,Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20.25,Toyota
291,A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,26.78,Audi
292,Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,8.26,Toyota
293,Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.89,Volkswagen
294,Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,Maruti
295,City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69,Honda
296,Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58,Tata
297,A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.77,Audi
298,GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.26,Mercedes-Benz
299,Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,Maruti
300,GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,57.0,Mercedes-Benz
301,Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.0,Land-Rover
302,Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.65,Volkswagen
303,Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05,Maruti
304,Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13,Honda
305,Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1.5,Tata
306,Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85,Tata
307,Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65,Maruti
308,XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6,Mahindra
309,Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25,Tata
310,Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25,Maruti
311,Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4.45,Honda
312,Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.7,Maruti
313,Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8,Ford
314,City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8,Honda
315,A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.95,Audi
316,6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,49.0,BMW
317,Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,62.67,Audi
318,Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,1.4,Maruti
319,i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5,Hyundai
320,i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,2.95,Hyundai
321,Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86,Honda
322,Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.15,Maruti
323,i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3.3,Hyundai
324,Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55,Volkswagen
325,Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,Maruti
326,Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5,Toyota
327,Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.4,Maruti
328,Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.4,Tata
329,Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25,Maruti
330,Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7.5,Skoda
331,Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8,Toyota
332,i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66,Hyundai
333,Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.15,Maruti
334,City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,Honda
335,Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5,Tata
336,Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45,Honda
337,EON D Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55,Hyundai
338,3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25.99,BMW
339,Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25,Hyundai
340,Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9,Tata
341,Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05,Skoda
342,Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75,Maruti
343,Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75,Ford
344,Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95,Chevrolet
345,XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,52.0,Jaguar
346,CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3.91,Honda
347,Superb L&K 1.8 TSI AT,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27.3,Skoda
348,i10 Magna 1.2,Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7,Hyundai
349,Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5,Maruti
350,Swift Dzire VXi AT,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2,Maruti
351,Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75,Nissan
352,Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25,Maruti
353,Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25,Ford
354,Zen LX,Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65,Maruti
355,Clubman Cooper S,Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,35.0,Mini
356,Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25,Toyota
357,Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9,Maruti
358,Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2.9,Maruti
359,X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75,BMW
360,Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25,Nissan
361,Grand i10 AT Asta,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77,Hyundai
362,Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49,Maruti
363,Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.95,Audi
364,GLA Class 200 CDI,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.0,Mercedes-Benz
365,800 AC,Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0,Maruti
366,Duster 85PS Diesel RxL,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1,Renault
367,Corolla Altis D-4D GL,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5,Toyota
368,New C-Class 220,Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0,Mercedes-Benz
369,Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2,Maruti
370,BRV i-VTEC V CVT,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48,Honda
371,Xcent 1.1 CRDi Base,Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0,Hyundai
372,E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.5,Mercedes-Benz
373,B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77,Mercedes-Benz
374,E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0,Mercedes-Benz
375,City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75,Honda
376,City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75,Honda
377,Verna Transform VTVT,Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5,Hyundai
378,XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,34.5,Jaguar
379,Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65,Honda
380,Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32.0,Mini
381,S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,62.81,Mercedes-Benz
382,EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25,Hyundai
383,Wagon R VXI BS IV,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1,Maruti
384,Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91,Maruti
385,3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0,BMW
386,Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5,Tata
387,A3 35 TDI Attraction,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16.5,Audi
388,Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,30.0,Land-Rover
389,GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28.0,Mercedes-Benz
390,Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,28.0,Mitsubishi
391,Alto LX,Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92,Maruti
392,Wagon R LXI BSIII,Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75,Maruti
393,Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53.83,Land-Rover
394,Verna 1.6 SX VTVT,Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95,Hyundai
395,5 Series 525d Sedan,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,33.5,BMW
396,XF Diesel,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27.95,Jaguar
397,Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25,Skoda
398,Q3 35 TDI Quattro Premium,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.71,Audi
399,Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,29.67,Land-Rover
400,New C-Class 220 CDI AT,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0,Mercedes-Benz
401,Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05,Mahindra
402,3 Series Luxury Line,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,25.5,BMW
403,BR-V i-VTEC S MT,Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5,Honda
404,S80 2006-2013 D5,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25,Volvo
405,Accent GLE,Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.8,Hyundai
406,i20 Active SX Petrol,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9,Hyundai
407,GLC 43 AMG Coupe,Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,70.99,Mercedes-Benz
408,EON Magna Plus,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.25,Hyundai
409,Grand i10 SportZ Edition,Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5,Hyundai
410,City 1.5 EXI S,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35,Honda
411,Polo Petrol Trendline 1.2L,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25,Volkswagen
412,A6 35 TFSI Matrix,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,24.5,Audi
413,Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03,Hyundai
414,New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8.5,Mercedes-Benz
415,Cooper Convertible S,Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,28.5,Mini
416,Etios VD,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5.75,Toyota
417,Brio S MT,Delhi,2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.2,Honda
418,Baleno Alpha Automatic,Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89,Maruti
419,Laura Ambiente 2.0 TDI CR AT,Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,6.58,Skoda
420,EON Era Plus,Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.06,Hyundai
421,Captur 1.5 Diesel RXL,Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.37,Renault
422,5 Series 2003-2012 GT 530d LE,Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,25.82,BMW
423,Alto 800 LXI,Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.74,Maruti
